,Model,Epoch,Testset,Loss,Accuracy,Original_Accuracy,Original_CI
0,densenet_BC_100_12_ra_1_20,400,cifar10,0.5583,0.8862,95.5,"(95.1, 95.9)"
1,densenet_BC_100_12_ra_1_20,400,cifar10.1,1.1245,0.7915,87.6,"(86.1, 89.0)"
2,densenet_BC_100_12_ra_1_20_refined400,50,cifar10.1,0.6048,0.8605,87.6,"(86.1, 89.0)"
3,densenet_BC_100_12_ra_1_20_refined400,50,cifar10,0.2779,0.9349,95.5,"(95.1, 95.9)"
