,Model,Epoch,Testset,Loss,Accuracy,Original_Accuracy,Original_CI
0,resnet_basic_32_ra_1_20_c10val,400,cifar10,1.1869,0.7945,92.5,"(92.0, 93.0)"
1,resnet_basic_32_ra_1_20_c10val,400,cifar10.1,2.1311,0.6615,84.9,"(83.2, 86.4)"
2,resnet_basic_32_ra_1_20_c10val_refined400,50,cifar10.1,0.809,0.785,84.9,"(83.2, 86.4)"
3,resnet_basic_32_ra_1_20_c10val_refined400,50,cifar10,0.3839,0.8928,92.5,"(92.0, 93.0)"
